Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temperature Difference,Wear Torque Ratio,Machanical Stress,Thermal Stress
2,299.7,309.1,1508,41.2,152,0,9.400000000000034,0.9934640522875817,62129.600000000006,92637.27
2,299.8,309.1,1496,44.4,155,0,9.300000000000011,0.9935897435897436,66422.4,92668.18000000001
1,299.8,309.2,1572,35.4,158,0,9.399999999999977,0.9937106918238994,55648.799999999996,92698.16
1,299.6,309.0,1525,42.8,160,0,9.399999999999977,0.9937888198757764,65269.99999999999,92576.40000000001
1,299.6,309.0,1378,51.9,162,0,9.399999999999977,0.9938650306748467,71518.2,92576.40000000001
1,299.6,309.1,1369,51.4,164,0,9.5,0.9939393939393939,70366.59999999999,92606.36000000002
1,299.6,309.1,1476,45.3,166,0,9.5,0.9940119760479041,66862.8,92606.36000000002
1,299.7,309.2,1620,30.0,168,0,9.5,0.9940828402366864,48600.0,92667.23999999999
2,299.7,309.1,1603,38.5,170,0,9.400000000000034,0.9941520467836257,61715.5,92637.27
1,299.7,309.2,1411,46.1,173,0,9.5,0.9942528735632183,65047.1,92667.23999999999
1,299.7,309.2,1616,31.6,175,0,9.5,0.9943181818181818,51065.600000000006,92667.23999999999
1,299.7,309.2,1631,35.1,177,0,9.5,0.9943820224719101,57248.100000000006,92667.23999999999
2,299.7,309.2,1685,28.9,179,1,9.5,0.9944444444444445,48696.5,92667.23999999999
0,299.7,309.2,1456,40.6,182,0,9.5,0.994535519125683,59113.6,92667.23999999999
1,299.7,309.1,1417,50.1,187,0,9.400000000000034,0.9946808510638298,70991.7,92637.27
2,299.7,309.1,1851,24.7,189,0,9.400000000000034,0.9947368421052631,45719.7,92637.27
1,299.7,309.1,1715,27.8,192,0,9.400000000000034,0.9948186528497409,47677.0,92637.27
0,299.6,309.1,1630,32.3,194,0,9.5,0.9948717948717949,52648.99999999999,92606.36000000002
1,299.7,309.2,1478,38.8,199,0,9.5,0.995,57346.399999999994,92667.23999999999
1,299.7,309.2,1781,29.6,201,0,9.5,0.995049504950495,52717.600000000006,92667.23999999999
1,299.8,309.2,1439,36.1,203,0,9.399999999999977,0.9950980392156863,51947.9,92698.16
2,299.7,309.2,1412,45.3,205,0,9.5,0.9951456310679612,63963.6,92667.23999999999
1,299.7,309.1,1483,41.1,208,0,9.400000000000034,0.9952153110047847,60951.3,92637.27
1,299.8,309.2,1400,42.6,210,0,9.399999999999977,0.995260663507109,59640.0,92698.16
1,299.8,309.3,1299,65.1,212,1,9.5,0.9953051643192489,84564.9,92728.14000000001
1,299.8,309.2,1479,44.4,214,0,9.399999999999977,0.9953488372093023,65667.59999999999,92698.16
1,299.8,309.2,1491,47.5,216,0,9.399999999999977,0.9953917050691244,70822.5,92698.16
2,299.9,309.3,1389,52.8,0,0,9.400000000000034,0.0,73339.2,92759.06999999999
2,299.9,309.4,1399,54.8,3,0,9.5,0.75,76665.2,92789.05999999998
2,299.9,309.4,1889,26.0,6,0,9.5,0.8571428571428571,49114.0,92789.05999999998
1,300.0,309.5,1925,21.9,9,0,9.5,0.9,42157.5,92850.0
1,300.0,309.5,1675,30.2,11,0,9.5,0.9166666666666666,50585.0,92850.0
2,300.0,309.6,1477,38.1,13,0,9.600000000000023,0.9285714285714286,56273.700000000004,92880.0
1,300.0,309.6,1364,45.9,16,0,9.600000000000023,0.9411764705882353,62607.6,92880.0
1,299.9,309.5,1451,39.4,18,0,9.600000000000023,0.9473684210526315,57169.4,92819.04999999999
1,299.9,309.4,1467,41.2,20,0,9.5,0.9523809523809523,60440.4,92789.05999999998
1,299.9,309.4,1858,22.5,22,0,9.5,0.9565217391304348,41805.0,92789.05999999998
1,300.1,309.4,1559,39.7,24,0,9.299999999999955,0.96,61892.3,92850.94
1,300.1,309.4,1560,47.7,26,0,9.299999999999955,0.9629629629629629,74412.0,92850.94
1,300.1,309.4,1453,47.6,28,0,9.299999999999955,0.9655172413793104,69162.8,92850.94
1,300.1,309.4,1464,41.7,30,0,9.299999999999955,0.967741935483871,61048.8,92850.94
1,300.0,309.4,1308,50.2,32,0,9.399999999999977,0.9696969696969697,65661.6,92820.0
1,300.1,309.5,1353,50.9,34,0,9.399999999999977,0.9714285714285714,68867.7,92880.95000000001
2,300.2,309.6,1556,35.8,36,0,9.400000000000034,0.972972972972973,55704.799999999996,92941.92
1,300.2,309.5,2183,17.8,39,0,9.300000000000011,0.975,38857.4,92911.9
2,300.2,309.6,1491,41.8,41,0,9.400000000000034,0.9761904761904762,62323.799999999996,92941.92
2,300.2,309.6,1528,35.1,44,0,9.400000000000034,0.9777777777777777,53632.8,92941.92
1,300.2,309.6,1430,52.7,47,0,9.400000000000034,0.9791666666666666,75361.0,92941.92
1,300.2,309.5,1495,32.6,49,0,9.300000000000011,0.98,48737.0,92911.9
2,300.2,309.5,1630,28.3,51,0,9.300000000000011,0.9807692307692307,46129.0,92911.9
2,300.3,309.6,1524,38.4,54,0,9.300000000000011,0.9818181818181818,58521.6,92972.88
1,300.3,309.6,1326,52.4,57,0,9.300000000000011,0.9827586206896551,69482.4,92972.88
0,300.3,309.5,1438,44.0,59,0,9.199999999999989,0.9833333333333333,63272.0,92942.85
1,300.4,309.6,1356,45.9,64,0,9.200000000000045,0.9846153846153847,62240.4,93003.84
0,300.4,309.6,1416,43.3,66,0,9.200000000000045,0.9850746268656716,61312.799999999996,93003.84
1,300.4,309.7,1584,32.6,71,0,9.300000000000011,0.9861111111111112,51638.4,93033.87999999999
1,300.3,309.6,1597,31.8,73,0,9.300000000000011,0.9864864864864865,50784.6,92972.88
1,300.4,309.6,1553,43.9,75,0,9.200000000000045,0.9868421052631579,68176.7,93003.84
2,300.3,309.5,1405,49.4,77,0,9.199999999999989,0.9871794871794872,69407.0,92942.85
1,300.2,309.5,1539,35.3,80,0,9.300000000000011,0.9876543209876543,54326.7,92911.9
2,300.3,309.6,1398,53.7,82,0,9.300000000000011,0.9879518072289156,75072.6,92972.88
1,300.3,309.6,1568,39.6,85,0,9.300000000000011,0.9883720930232558,62092.8,92972.88
1,300.3,309.6,1404,44.6,87,0,9.300000000000011,0.9886363636363636,62618.4,92972.88
2,300.2,309.5,1500,45.7,89,0,9.300000000000011,0.9888888888888889,68550.0,92911.9
2,300.2,309.5,1642,28.8,92,0,9.300000000000011,0.989247311827957,47289.6,92911.9
2,300.3,309.6,1509,46.6,95,0,9.300000000000011,0.9895833333333334,70319.40000000001,92972.88
1,300.2,309.5,1343,50.2,98,0,9.300000000000011,0.98989898989899,67418.6,92911.9
1,300.1,309.5,1450,40.1,100,0,9.399999999999977,0.9900990099009901,58145.0,92880.95000000001
1,300.0,309.4,1460,43.5,102,0,9.399999999999977,0.9902912621359223,63510.0,92820.0
1,300.0,309.3,1364,41.2,104,0,9.300000000000011,0.9904761904761905,56196.8,92790.0
2,299.9,309.3,1452,41.9,106,0,9.400000000000034,0.9906542056074766,60838.799999999996,92759.06999999999
1,299.9,309.3,1471,41.8,109,0,9.400000000000034,0.990909090909091,61487.799999999996,92759.06999999999
1,299.9,309.2,1598,34.6,111,0,9.300000000000011,0.9910714285714286,55290.8,92729.07999999999
1,299.8,309.1,1772,24.8,113,0,9.300000000000011,0.9912280701754386,43945.6,92668.18000000001
1,299.9,309.2,1761,25.6,115,0,9.300000000000011,0.9913793103448276,45081.600000000006,92729.07999999999
2,300.0,309.3,1413,40.7,117,0,9.300000000000011,0.9915254237288136,57509.100000000006,92790.0
1,300.0,309.3,1887,22.6,120,0,9.300000000000011,0.9917355371900827,42646.200000000004,92790.0
1,300.0,309.3,1395,56.5,122,0,9.300000000000011,0.991869918699187,78817.5,92790.0
2,300.1,309.4,1569,31.6,124,0,9.299999999999955,0.992,49580.4,92850.94
1,300.1,309.4,1434,47.3,127,0,9.299999999999955,0.9921875,67828.2,92850.94
1,300.2,309.5,1417,41.1,129,0,9.300000000000011,0.9923076923076923,58238.700000000004,92911.9
1,300.2,309.5,1729,28.4,131,0,9.300000000000011,0.9924242424242424,49103.6,92911.9
1,300.2,309.5,1356,51.1,133,0,9.300000000000011,0.9925373134328358,69291.6,92911.9
1,300.2,309.5,1436,48.8,135,0,9.300000000000011,0.9926470588235294,70076.8,92911.9
2,300.3,309.6,1419,42.5,137,0,9.300000000000011,0.9927536231884058,60307.5,92972.88
1,300.3,309.6,1593,38.1,140,0,9.300000000000011,0.9929078014184397,60693.3,92972.88
2,300.3,309.5,1320,62.2,142,0,9.199999999999989,0.993006993006993,82104.0,92942.85
2,300.3,309.5,1448,42.4,145,0,9.199999999999989,0.9931506849315068,61395.2,92942.85
1,300.3,309.4,1470,33.5,148,0,9.099999999999966,0.9932885906040269,49245.0,92912.81999999999
2,300.3,309.4,1612,33.1,150,0,9.099999999999966,0.9933774834437086,53357.200000000004,92912.81999999999
1,300.4,309.4,1412,51.6,153,0,9.0,0.9935064935064936,72859.2,92943.75999999998
2,300.4,309.4,1875,23.9,155,0,9.0,0.9935897435897436,44812.5,92943.75999999998
1,300.3,309.3,1612,36.0,158,0,9.0,0.9937106918238994,58032.0,92882.79000000001
2,300.4,309.3,1411,41.6,160,0,8.900000000000034,0.9937888198757764,58697.6,92913.72
2,300.3,309.2,1490,47.9,163,0,8.899999999999977,0.9939024390243902,71371.0,92852.76
2,300.4,309.3,1467,40.3,166,0,8.900000000000034,0.9940119760479041,59120.1,92913.72
1,300.3,309.2,1807,26.4,169,0,8.899999999999977,0.9941176470588236,47704.799999999996,92852.76
1,300.3,309.1,1368,46.0,171,0,8.800000000000011,0.9941860465116279,62928.0,92822.73000000001
1,300.3,309.2,1572,32.0,173,0,8.899999999999977,0.9942528735632183,50304.0,92852.76
2,300.3,309.1,1458,44.3,175,0,8.800000000000011,0.9943181818181818,64589.399999999994,92822.73000000001
1,300.3,309.1,1699,30.3,178,0,8.800000000000011,0.994413407821229,51479.700000000004,92822.73000000001
1,300.3,309.3,1478,39.5,180,0,9.0,0.994475138121547,58381.0,92882.79000000001
2,300.4,309.4,1362,42.1,182,0,9.0,0.994535519125683,57340.200000000004,92943.75999999998
0,300.4,309.4,1487,38.9,185,0,9.0,0.9946236559139785,57844.299999999996,92943.75999999998
1,300.3,309.4,1705,29.4,190,0,9.099999999999966,0.9947643979057592,50127.0,92912.81999999999
1,300.3,309.3,1345,53.5,192,0,9.0,0.9948186528497409,71957.5,92882.79000000001
1,300.3,309.2,1532,40.2,194,0,8.899999999999977,0.9948717948717949,61586.4,92852.76
1,300.3,309.2,1650,35.2,196,0,8.899999999999977,0.9949238578680203,58080.00000000001,92852.76
1,300.3,309.2,1398,54.4,198,0,8.899999999999977,0.9949748743718593,76051.2,92852.76
1,300.3,309.2,1412,44.8,200,0,8.899999999999977,0.9950248756218906,63257.6,92852.76
1,300.4,309.3,1525,39.6,202,0,8.900000000000034,0.9950738916256158,60390.0,92913.72
2,300.3,309.3,1391,57.9,204,0,9.0,0.9951219512195122,80538.9,92882.79000000001
1,300.4,309.3,1766,28.2,207,0,8.900000000000034,0.9951923076923077,49801.2,92913.72
1,300.4,309.3,1671,35.0,209,0,8.900000000000034,0.9952380952380953,58485.0,92913.72
1,300.5,309.3,1373,48.8,211,0,8.800000000000011,0.9952830188679245,67002.4,92944.65000000001
2,300.5,309.4,1347,50.1,213,0,8.899999999999977,0.9953271028037384,67484.7,92974.7
2,300.5,309.3,1539,39.1,216,0,8.800000000000011,0.9953917050691244,60174.9,92944.65000000001
1,300.5,309.3,1470,40.8,219,0,8.800000000000011,0.9954545454545455,59975.99999999999,92944.65000000001
1,300.5,309.3,1528,37.0,221,0,8.800000000000011,0.9954954954954955,56536.0,92944.65000000001
0,300.5,309.3,1471,45.2,223,0,8.800000000000011,0.9955357142857143,66489.2,92944.65000000001
2,300.4,309.2,1528,37.2,228,0,8.800000000000011,0.9956331877729258,56841.600000000006,92883.68
1,300.5,309.3,1417,51.5,231,1,8.800000000000011,0.9956896551724138,72975.5,92944.65000000001
1,300.6,309.4,1549,43.4,233,0,8.799999999999955,0.9957264957264957,67226.59999999999,93005.64
0,300.6,309.4,1463,49.2,235,0,8.799999999999955,0.9957627118644068,71979.6,93005.64
1,300.7,309.5,1479,43.6,240,0,8.800000000000011,0.995850622406639,64484.4,93066.65
1,300.6,309.5,1867,23.0,242,0,8.899999999999977,0.9958847736625515,42941.0,93035.70000000001
1,300.6,309.4,1471,44.1,244,0,8.799999999999955,0.9959183673469387,64871.1,93005.64
0,300.6,309.4,1380,47.6,246,1,8.799999999999955,0.9959514170040485,65688.0,93005.64
0,300.7,309.7,1623,32.7,0,0,9.0,0.0,53072.100000000006,93126.79
1,300.8,309.7,1997,20.7,5,0,8.899999999999977,0.8333333333333334,41337.9,93157.76
0,300.7,309.6,1390,48.5,7,0,8.900000000000034,0.875,67415.0,93096.72
1,300.8,309.7,1418,46.6,12,0,8.899999999999977,0.9230769230769231,66078.8,93157.76
1,300.8,309.7,1519,35.8,14,0,8.899999999999977,0.9333333333333333,54380.2,93157.76
2,300.8,309.7,1519,39.7,16,0,8.899999999999977,0.9411764705882353,60304.3,93157.76
2,300.7,309.6,1536,37.2,19,0,8.900000000000034,0.95,57139.200000000004,93096.72
1,300.8,309.6,1680,28.7,22,0,8.800000000000011,0.9565217391304348,48216.0,93127.68000000001
0,300.6,309.4,1555,37.9,24,0,8.799999999999955,0.96,58934.5,93005.64
1,300.6,309.5,1471,49.6,29,0,8.899999999999977,0.9666666666666667,72961.6,93035.70000000001
2,300.5,309.4,1877,23.8,31,0,8.899999999999977,0.96875,44672.6,92974.7
2,300.5,309.3,1578,30.5,34,0,8.800000000000011,0.9714285714285714,48129.0,92944.65000000001
2,300.5,309.4,1655,32.1,37,0,8.899999999999977,0.9736842105263158,53125.5,92974.7
0,300.5,309.4,1502,34.3,40,0,8.899999999999977,0.975609756097561,51518.6,92974.7
2,300.6,309.4,1367,63.2,45,1,8.799999999999955,0.9782608695652174,86394.40000000001,93005.64
1,300.7,309.5,1541,37.2,48,0,8.800000000000011,0.9795918367346939,57325.200000000004,93066.65
2,300.6,309.6,1588,37.0,50,0,9.0,0.9803921568627451,58756.0,93065.76000000001
1,300.6,309.6,1684,32.8,53,0,9.0,0.9814814814814815,55235.2,93065.76000000001
1,300.6,309.5,1437,40.0,55,0,8.899999999999977,0.9821428571428571,57480.0,93035.70000000001
1,300.6,309.6,1409,42.4,57,0,9.0,0.9827586206896551,59741.6,93065.76000000001
2,300.5,309.5,1320,49.9,59,0,9.0,0.9833333333333333,65868.0,93004.75
0,300.5,309.5,1635,34.2,62,0,9.0,0.9841269841269841,55917.00000000001,93004.75
2,300.5,309.5,1691,27.6,67,0,9.0,0.9852941176470589,46671.600000000006,93004.75
2,300.6,309.6,1365,50.0,70,0,9.0,0.9859154929577465,68250.0,93065.76000000001
2,300.7,309.7,1523,38.2,73,0,9.0,0.9864864864864865,58178.600000000006,93126.79
1,300.6,309.7,1593,32.4,76,0,9.099999999999966,0.987012987012987,51613.2,93095.82
1,300.6,309.6,1682,30.7,78,0,9.0,0.9873417721518988,51637.4,93065.76000000001
1,300.7,309.6,1329,54.3,80,0,8.900000000000034,0.9876543209876543,72164.7,93096.72
2,300.7,309.6,1568,35.2,82,0,8.900000000000034,0.9879518072289156,55193.600000000006,93096.72
1,300.7,309.6,1733,24.8,85,0,8.900000000000034,0.9883720930232558,42978.4,93096.72
2,300.7,309.6,1473,48.1,87,0,8.900000000000034,0.9886363636363636,70851.3,93096.72
2,300.7,309.5,1633,31.3,90,0,8.800000000000011,0.989010989010989,51112.9,93066.65
2,300.6,309.5,1530,40.2,93,0,8.899999999999977,0.9893617021276596,61506.00000000001,93035.70000000001
2,300.6,309.5,1550,40.2,96,0,8.899999999999977,0.9896907216494846,62310.00000000001,93035.70000000001
1,300.6,309.4,1410,40.6,99,0,8.799999999999955,0.99,57246.0,93005.64
1,300.5,309.3,1574,33.5,101,0,8.800000000000011,0.9901960784313726,52729.0,92944.65000000001
1,300.6,309.4,1425,40.3,103,0,8.799999999999955,0.9903846153846154,57427.49999999999,93005.64
2,300.6,309.4,1541,35.2,105,0,8.799999999999955,0.9905660377358491,54243.200000000004,93005.64
2,300.7,309.5,1733,26.7,108,0,8.800000000000011,0.9908256880733946,46271.1,93066.65
1,300.6,309.4,2496,13.5,111,0,8.799999999999955,0.9910714285714286,33696.0,93005.64
1,300.6,309.4,1552,36.4,113,0,8.799999999999955,0.9912280701754386,56492.799999999996,93005.64
1,300.6,309.3,1409,38.7,115,0,8.699999999999989,0.9913793103448276,54528.3,92975.58000000002
2,300.6,309.4,1581,35.7,117,0,8.799999999999955,0.9915254237288136,56441.700000000004,93005.64
1,300.7,309.5,1251,59.9,120,0,8.800000000000011,0.9917355371900827,74934.9,93066.65
1,300.7,309.6,1500,44.1,122,0,8.900000000000034,0.991869918699187,66150.0,93096.72
1,300.6,309.5,1576,38.8,124,0,8.899999999999977,0.992,61148.799999999996,93035.70000000001
2,300.7,309.5,1352,44.0,126,0,8.800000000000011,0.9921259842519685,59488.0,93066.65
1,300.7,309.6,1661,30.3,129,0,8.900000000000034,0.9923076923076923,50328.3,93096.72
1,300.7,309.6,1541,34.6,131,0,8.900000000000034,0.9924242424242424,53318.600000000006,93096.72
0,300.6,309.6,1888,20.5,133,0,9.0,0.9925373134328358,38704.0,93065.76000000001
1,300.5,309.5,1255,62.1,138,0,9.0,0.9928057553956835,77935.5,93004.75
1,300.6,309.6,1411,41.6,140,0,9.0,0.9929078014184397,58697.6,93065.76000000001
1,300.6,309.5,1516,39.0,142,0,8.899999999999977,0.993006993006993,59124.0,93035.70000000001
2,300.6,309.5,1492,34.0,144,0,8.899999999999977,0.993103448275862,50728.0,93035.70000000001
1,300.6,309.6,1726,30.0,147,0,9.0,0.9932432432432432,51780.0,93065.76000000001
1,300.7,309.7,1598,33.7,149,0,9.0,0.9933333333333333,53852.600000000006,93126.79
1,300.8,309.8,1657,31.1,151,0,9.0,0.993421052631579,51532.700000000004,93187.84000000001
1,300.8,309.7,1481,38.1,153,0,8.899999999999977,0.9935064935064936,56426.1,93157.76
2,300.7,309.7,1397,51.3,155,0,9.0,0.9935897435897436,71666.09999999999,93126.79
1,300.8,309.7,1461,44.3,158,0,8.899999999999977,0.9937106918238994,64722.299999999996,93157.76
2,300.7,309.6,1388,51.1,160,0,8.900000000000034,0.9937888198757764,70926.8,93096.72
1,300.7,309.7,1507,52.4,163,0,9.0,0.9939024390243902,78966.8,93126.79
2,300.7,309.6,1421,49.8,165,0,8.900000000000034,0.9939759036144579,70765.8,93096.72
2,300.8,309.7,1258,54.9,168,0,8.899999999999977,0.9940828402366864,69064.2,93157.76
2,300.8,309.7,1482,39.0,171,0,8.899999999999977,0.9941860465116279,57798.0,93157.76
0,300.7,309.6,1403,51.3,174,0,8.900000000000034,0.9942857142857143,71973.9,93096.72
1,300.8,309.7,1373,45.4,179,0,8.899999999999977,0.9944444444444445,62334.2,93157.76
1,300.9,309.7,1460,42.1,181,0,8.800000000000011,0.9945054945054945,61466.0,93188.73
2,300.8,309.7,1751,27.9,183,0,8.899999999999977,0.9945652173913043,48852.899999999994,93157.76
2,300.8,309.6,1546,42.3,186,0,8.800000000000011,0.9946524064171123,65395.799999999996,93127.68000000001
2,300.8,309.7,1680,28.2,189,0,8.899999999999977,0.9947368421052631,47376.0,93157.76
2,300.9,309.7,1394,48.8,192,0,8.800000000000011,0.9948186528497409,68027.2,93188.73
1,300.7,309.6,1810,26.0,195,0,8.900000000000034,0.9948979591836735,47060.0,93096.72
1,300.7,309.5,1479,34.5,197,0,8.800000000000011,0.9949494949494949,51025.5,93066.65
1,300.9,309.7,1431,41.4,199,0,8.800000000000011,0.995,59243.4,93188.73
1,300.9,309.7,2355,14.4,201,0,8.800000000000011,0.995049504950495,33912.0,93188.73
2,300.7,309.6,1996,19.8,203,1,8.900000000000034,0.9950980392156863,39520.8,93096.72
1,300.7,309.5,1461,49.9,0,0,8.800000000000011,0.0,72903.9,93066.65
0,300.7,309.5,2007,19.7,2,0,8.800000000000011,0.6666666666666666,39537.9,93066.65
1,300.7,309.6,1505,34.9,7,0,8.900000000000034,0.875,52524.5,93096.72
0,300.7,309.6,1925,20.5,9,0,8.900000000000034,0.9,39462.5,93096.72
2,300.7,309.5,1622,30.5,14,0,8.800000000000011,0.9333333333333333,49471.0,93066.65
1,300.7,309.5,1592,29.0,17,0,8.800000000000011,0.9444444444444444,46168.0,93066.65
1,300.7,309.5,1850,24.5,19,0,8.800000000000011,0.95,45325.0,93066.65
2,300.7,309.5,1470,48.7,21,0,8.800000000000011,0.9545454545454546,71589.0,93066.65
2,300.7,309.5,1445,46.4,24,0,8.800000000000011,0.96,67048.0,93066.65
1,300.7,309.5,1685,31.1,27,0,8.800000000000011,0.9642857142857143,52403.5,93066.65
0,300.7,309.5,1667,30.5,29,0,8.800000000000011,0.9666666666666667,50843.5,93066.65
1,300.7,309.5,1578,35.4,34,0,8.800000000000011,0.9714285714285714,55861.2,93066.65
0,300.6,309.4,1691,28.0,36,0,8.799999999999955,0.972972972972973,47348.0,93005.64
2,300.7,309.5,1439,43.8,41,0,8.800000000000011,0.9761904761904762,63028.2,93066.65
2,300.8,309.6,1404,38.7,44,0,8.800000000000011,0.9777777777777777,54334.8,93127.68000000001
1,300.8,309.6,1498,45.8,47,0,8.800000000000011,0.9791666666666666,68608.4,93127.68000000001
2,300.8,309.5,1481,44.5,49,0,8.699999999999989,0.98,65904.5,93097.6
2,300.7,309.4,1589,35.0,52,0,8.699999999999989,0.9811320754716981,55615.0,93036.57999999999
1,300.7,309.5,1467,44.3,55,0,8.800000000000011,0.9821428571428571,64988.1,93066.65
1,300.6,309.4,1654,32.8,57,0,8.799999999999955,0.9827586206896551,54251.2,93005.64
1,300.7,309.5,1508,39.9,59,0,8.800000000000011,0.9833333333333333,60169.2,93066.65
2,300.7,309.6,1439,43.0,61,0,8.900000000000034,0.9838709677419355,61877.0,93096.72
1,300.7,309.5,1692,30.3,64,0,8.800000000000011,0.9846153846153847,51267.6,93066.65
2,300.7,309.5,1838,24.9,66,0,8.800000000000011,0.9850746268656716,45766.2,93066.65
1,300.6,309.3,1601,40.2,69,0,8.699999999999989,0.9857142857142858,64360.200000000004,92975.58000000002
1,300.6,309.4,1369,51.6,71,0,8.799999999999955,0.9861111111111112,70640.40000000001,93005.64
2,300.6,309.4,1312,45.2,73,0,8.799999999999955,0.9864864864864865,59302.4,93005.64
1,300.6,309.4,1468,44.1,76,0,8.799999999999955,0.987012987012987,64738.8,93005.64
2,300.6,309.4,1452,39.4,78,0,8.799999999999955,0.9873417721518988,57208.799999999996,93005.64
2,300.7,309.5,1393,43.9,81,0,8.800000000000011,0.9878048780487805,61152.7,93066.65
2,300.6,309.4,1432,44.2,84,0,8.799999999999955,0.9882352941176471,63294.4,93005.64
2,300.6,309.3,1510,46.0,87,0,8.699999999999989,0.9886363636363636,69460.0,92975.58000000002
2,300.6,309.4,1521,37.2,90,0,8.799999999999955,0.989010989010989,56581.200000000004,93005.64
0,300.5,309.4,1360,46.2,93,0,8.899999999999977,0.9893617021276596,62832.00000000001,92974.7
2,300.5,309.3,1881,25.5,98,0,8.800000000000011,0.98989898989899,47965.5,92944.65000000001
1,300.4,309.3,1413,50.3,101,0,8.900000000000034,0.9901960784313726,71073.9,92913.72
0,300.5,309.4,1642,36.2,103,0,8.899999999999977,0.9903846153846154,59440.4,92974.7
